@RELATION weka

@ATTRIBUTE doc		STRING
@ATTRIBUTE classX	{0.0, 1.0}

@DATA
"theatrical utter novel admirable emotional recent memorable meaningful worthwhile slick reallife tony youthful danesadd close large multiple brilliant hungarian subtle continental fraught troublemissed wrong dutiful social present koltais selfless english french contemporary difficult individual foregoing selfless shine richardson exciting new different final worth long welcome cold long ",1.0
"surprised great mean cheesy predictable watchingwell great bethis entertaining aware fabulous great cute lovable elsethere predictable great bad dont recommend enjoyable ",1.0
"old tete honest human jamon tete intriguing exciting beautiful nice nice nonuptight ",1.0
"dvd poplular comediclight hearted wrong greuesome early televisionsome silly scifihorror clocked quick great classic underrated ",1.0
"racial italian pleasant true ",1.0
"brilliant yo favourite blank lighthearted heavy clinical forensic new scary brilliant ",1.0
"truecrime faithful truecrime novel musical terrific blake wilson big black white frightening actual scary actual actual beloved great short actual real solid scary ",1.0
"great philippine return general great general common total military mockinbird yearling homicidal biblical unique general isnt deep sonorous justified ",1.0
"great old fierce merciless lowkey real early actual great right fourth directorial impressive filmsit capable young weary convict restless outgoing tiny softspoken giant tiny worth early acting vengeful seriesdecent special moody prolific spooky great gloomy overall flashy intense make entertaining nasty gruesome good ",1.0
"remember remember dont nude male grenade male dismembered riped worth ",1.0
"forget modern yearoldish wide rambo painful silver past rocky die hard mcclane brace hightime new largo perfect predictable promising ive rooted gigantic restricted dobermann largo popular pleased hungry ",1.0
"ive real main innocent dont safe socalled y real deplorable puerto main innocent present bad beautiful friendly best ",1.0
"nostalgic poor bad grizzly good right incredible remake glorious welllit little disgusting eerie ",1.0
"great little silly tight short mostof efficient inefficient new little small important loose particular bad particular rude important young clever young true doesnt stall smart short usual new usual dismiss unrecognizable ",1.0
"big filmit dark small disturbing edgyi classify local recommend badthe interesting potential videoi small xfiles shifty dodgy shadowy good ",1.0
"real remote rainy disturbing natural brutal stunning black white excellent amazing principal blake sad frightening best ",1.0
"repo spectacular nd pure fly dark ready ",1.0
"threeyear old magic low annoying googly hightech mild adult accept neat overhead old sing different different lonely new hope try old think new ",1.0
"long educational funny interesting tense interesting excellent funny engaging great stuffthe interesting stunning catchy good stereophonicsif live ",1.0
"fair original fresh right raunchy funny funny incredible comic doulittle think delirious ",1.0
"let upfront cheap late medieval ludicrous unlikely right memorable worst baffling fashionable popular novel follow hot tripping sure vast flat grand dangerous responsible casual explain dead mysterious hard revolving heady strange dangerous dizzy ripe big secret fellow rare mad doesnt dangerous doesnt good large proper provincial farcical basic unlikely ",1.0
"main humdrum new york cartoonish harsh real make good helpful past whimsical hazy sound great past harsh whimsical gritty black white rapid cruel past naivet able live gritty new real opposite handsome strong good outward ratso opposite short dark coated unforgiving hard living different common apparent fit nyc cold sunny able good ideal apparent fit narrow fit new new ratsos new create excellent harsh stellar ",1.0
"beautiful female accurate little astounded negative novel historical create wonderful negative fascinating ",1.0
"corrupt responsible second later smallville kent green join participate best green spectacular necessary secret ",1.0
"longest long overhyped overblown high public great fellow right shell real titanic interested look didnt great moviewhere high public right superb elegant feel kate excellent superior good rich perfect perfect snobby expert titanic reasonable general super historical fictional impressive contrived dont steerage social enjoy minor quibble excellent impressive ",1.0
